الرقم,اسم الشركة,الهاتف,الإيميل,الموقع,العنوان,القطاع,رقم الصفحة,تاريخ الاستخراج
2785,الدقهلية للحلويات الجافة,482590272,Dk@aldakahliasweets.com,http://www.aldakahliasweets.com,منطقة قويسنا الصناعية - المنطقة الثانية - قويسنا المنوفية  						محافظة المنوفية,الصناعات الغذائية,288,2025-07-22T04:42:30.020898
2786,الزهراء لاند للإستيراد والتصدير والتوكيلات التجارية,3914402/064 - 22783287/012,HAMADA.HAMADA@ymail.com,https://alzahraaland.com/en/Home/About,الإسماعيلية – نفيشة – شارع السوق القديم  						محافظة الإسماعيلية,الحاصلات الزراعية,288,2025-07-22T04:42:30.021533
2787,الزيتون لتصنيع الملابس الجاهزة,(+2)066-3738068,cats_jeans@ymail.com,,منطقة الصناعات الخفيفة ( بورتكس ) قطعة رقم 19 ( الضواحى )  						محافظة الإسماعيلية,الملابس الجاهزة,288,2025-07-22T04:42:30.022065
2788,Elkordi Group,,hellboyn999@gmail.com,,محافظة الاسكندرية,الأثاث,288,2025-07-22T04:42:30.022630
2789,النجار لكراسي السفرة والفوتيهات,,info@elnagarchairs.com,http://www.elnagarchairs.com,أمام مدخل راس البر   						محافظة دمياط,الأثاث,288,2025-07-22T04:42:30.023209
2790,مؤسسة آل عويضة لإنتاج الفحم النباتي والصناعي,,saeedmohamed594@gmail.com,,دمياط -كفر البطيخ - طريق الميناء  						محافظة دمياط,الحاصلات الزراعية,288,2025-07-22T04:42:30.023785
2791,مصنع الزهراء للطحينة والحلويات,035332418 – 01220713507 – 01283655288,elzahraasweets@yahoo.com / elzahraasweets@yahoo.com,http://alzahraa-sweets.com,شارع عزبة العمراوي الصغرى متفرع من شارع مصطفى كامل أمام نهاية شارع 45 قبلي – المنتزة   						محافظة الاسكندرية,الصناعات الغذائية,289,2025-07-22T04:42:32.655890
2792,السلام للاستيراد والتصدير للكتان,0020403316310,amaraflax@yahoo.com,,شبرا ملس – زفتى  - المعتصم – طنطا   						محافظة الغربية,الغزل والمنسوجات,289,2025-07-22T04:42:32.656569
2793,السلام للاستيراد والتصدير والتخليص الجمركى,01000408900 - 01227442414,operations@elsalamegypt.com,http://www.elsalamegypt.com,12 ش سعد زغلول - السلام 2 - السويس  						محافظة السويس,الصناعات الهندسية,289,2025-07-22T04:42:32.657175
2794,اقطان مصر,0020402441596,sehely@sehely.com,http://www.sehely.com,المحلة الكبرى – المنطقة الصناعية – ش الجمعية الخيرية  						محافظة الغربية,الغزل والمنسوجات,289,2025-07-22T04:42:32.657789
2795,فروتانيا للتصدير,01005606330,aboyousef2060.75@gmail.com,,الرياض - بجوار الإدارة الزراعية - كفر الشيخ   						محافظة كفر الشيخ,الحاصلات الزراعية,289,2025-07-22T04:42:32.658374
2796,مصنع بكاليت للأحذية الرياضية,,engnagwaibrahim2020@gmail.com,,القناطر الخيرية  						محافظة القليوبية,الجلود والمنتجات الجلدية,289,2025-07-22T04:42:32.658921
2797,هاشم و الغباشي,(+2057)2324414,hashemfurniture@gmail.com,,دمياط - 83 ش كورنيش النيل بجوار جامع البحر  						محافظة دمياط,الأثاث,289,2025-07-22T04:42:32.659469
2798,شركة الطباخ للمشغولات الجلدية,00201277712555,taha.altabbakh@gmail.com,https://shoe-store-2139.business.site/,شارع داير الناحية، دنديط وكفر محمود نافع، ميت غمر، الدقهلية  						محافظة الدقهلية,الجلود والمنتجات الجلدية,289,2025-07-22T04:42:32.660014
2799,فياض جهينة,,masr4511@gmail.com,,محافظة الشرقية,الأثاث,289,2025-07-22T04:42:32.660561
2800,الرضا للمنتجات الحرفية,+(202) 24104287,Anany_tailor@yahoo.com,http://www.elredabather.com   ,72 ش جوهر القائد خان الخليلي الازهر – القاهره – مصر   						محافظة القاهرة,الصناعات اليدوية,289,2025-07-22T04:42:32.661111
2801,الحبيب للتصدير,,elhabibex@yahoo.com,,محافظة الشرقية,الأثاث,290,2025-07-22T04:42:35.261566
2802,الزهراء,,sayedsalah2020@gmail.com,,محافظة المنوفية,الأثاث,290,2025-07-22T04:42:35.262182
2803,مصنع الصفا للملابس,,nmr.nmr0000@gmail.com,,محافظة الدقهلية,الملابس الجاهزة,290,2025-07-22T04:42:35.262745
2804,مؤسسة ليليان الخير للتصدير,00201092465985,sayedabdo202061@yahoo.com,,السنبلاوين - المنصورة  						محافظة الدقهلية,الصناعات الغذائية,290,2025-07-22T04:42:35.263321
2805,المصرية لتصدير الاثاث جنة للموبيليات,,mostafa_ayarah2010@yahoo.com,,السنانية مركز دمياط ....شارع الجامع الكبير   						محافظة دمياط,الأثاث,290,2025-07-22T04:42:35.263879
2806,كارما ايجيبت للتصدير,+201141567617,Karmaegyptexport@gmail.com,,محافظة الاسكندرية,الحاصلات الزراعية,290,2025-07-22T04:42:35.264422
2807,السما للصناعات اللاستيكية ومستلزمات الكريستال,,sayco_twist@yahoo.com,,محافظة الغربية,الأثاث,290,2025-07-22T04:42:35.264950
2808,السيد فوزي علي ندا,(+2057)2361431,katrelnda1@yahoo.com,,دمياط - الشارع الحربي   						محافظة دمياط,الأثاث,290,2025-07-22T04:42:35.265874
2809,ماي هيرب للتصدير و التوريدات العامة,,sayed@myherbegy.com,,محافظة الشرقية,الأثاث,290,2025-07-22T04:42:35.267033
2810,الياسمين للاعشاب والبذور والتوابل,01010974136,abdioa692@gmail.com,http://www.alyasminherbal.com,ابشواي ابوجنشوا شارع الروبي- الفيوم   						محافظة الفيوم,الحاصلات الزراعية,290,2025-07-22T04:42:35.267672
2811,بيتا كميكالز للاسمدة والمبيدات  والصناعات الكيماوية,00201006124602,chemist_sayed@hotmail.com,,محافظة المنوفية  مدينة السادات  						محافظة المنوفية,الصناعات الكيماوية والأسمدة,291,2025-07-22T04:42:38.139102
2812,الشرق الأوسط للنسيج,,sayed.elmansy75@gmail.com,,محافظة القليوبية,الغزل والمنسوجات,291,2025-07-22T04:42:38.139715
2813,فيو كلاسيك للأثاث,,viewclassicforfurniture@gmail.com,http://www.viewclassicfurniture.com/,دمياط - شط الملح - طريق بورسعيد   						محافظة دمياط,الأثاث,291,2025-07-22T04:42:38.140572
2814,الكرم للتمور للتصدير,,sayedmoawed62@gmail.com,,محافظة دمياط,الأثاث,291,2025-07-22T04:42:38.141171
2815,يونيون فور ليزر,+(2048) 2590490,pcolor@pielcolorsae.com,http://www.pielcolorsae.com,المنطقة الصناعية بقويسنا   						محافظة المنوفية,الجلود والمنتجات الجلدية,291,2025-07-22T04:42:38.141752
2816,جراند بيد ايجيبت للمفروشات,00201000088473,Elshafeei@gmail.com,https://www.facebook.com/GRANDBEDEGYPT?mibextid=LQQJ4d,القليوبية - مركز طوخ  						محافظة القليوبية,المفروشات المنزلية,291,2025-07-22T04:42:38.142342
2817,الدولية للصناعات الكيماوية (ساين جروب),+(20554)362383 - +(2012)2 886 6469,info@siengroup.com,,المنطقة الصناعية C1 – قطعة رقم VIB الدور التانى – مدينة العاشر من رمضان  						محافظة الشرقية,الصناعات الكيماوية والأسمدة,291,2025-07-22T04:42:38.142978
2818,الشركة الرباعية للنسجيات,01025366442,mohamed.n@sharabati-denim.com,https://www.sharabati-denim.com/,فرع ادارى بالعقار رقم 9 - شقة 6 - الدور السادس علوى - تنظيم بشارع كورنته وحاليا فيكتور باسيلى وشارع بنى العباس بناحية باب شرق - الاسكندرية  						محافظة الاسكندرية,الغزل والمنسوجات,291,2025-07-22T04:42:38.143564
2819,العصرية للنسيج,002 040 2360863 , +2 01222432160 , +2 01,info@modern-textile.net,http://www.modern-textile.net/,طريق دمرو ، محلة البرج  Damro Road - Mehallet El-Borg  						محافظة الغربية,الغزل والمنسوجات,291,2025-07-22T04:42:38.144170
2820,الشركة المتحدة للصناعات الكيماوية - يونكس,0554410318,EXPORT@UNOXE.COM,http://www.unoxe.com,العاشر من رمضان ، المنطقة الصناعية الثالثة A1   						محافظة الشرقية,الصناعات الكيماوية والأسمدة,291,2025-07-22T04:42:38.144728
2821,الشركة المصرية الالمانية للمحابس الصناعية,0846210288,info@amavegypt.net,  www.mavegypt.net,المنطقة الصناعية - كوم اوشيم الفيوم   						محافظة الفيوم,الصناعات الهندسية,292,2025-07-22T04:42:40.779019
2822,الشركة المصرية لتكرير الملح,01001971272-015389883-01001104060,nagahsharf9@gmail.com,http://www.egyptsalt.com/EN/Home,العريش - بئر العبد - قرية السادات  						محافظة شمال سيناء,الصناعات الكيماوية والأسمدة,292,2025-07-22T04:42:40.779945
2823,الشركة المصريه الاسبانيه لصناعة و تجارة المراتب والمفروشات,01008007274,sales@florinda-eg.com,http://www.florinda-eg.com,قطعه رقم 272 المنطقة الصناعية الثانيه – قويسنا   						محافظة المنوفية,الغزل والمنسوجات,292,2025-07-22T04:42:40.780738
2824,الشرق اسبيسز,+ 20 84 2714517,sharqspices@gmail.com,http://www.sharqspices.com/,63611 ابشواى شارع الشيخ صخر ، الفيوم ، مصر.  						محافظة الفيوم,الحاصلات الزراعية,292,2025-07-22T04:42:40.781350
2825,الشروق هيربس,,elsheroukherbsco@yahoo.com,,الفيوم - ابشواي -ابو شنب   						محافظة الفيوم,الحاصلات الزراعية,292,2025-07-22T04:42:40.785716
2826,الشهد للنباتات الطبية,00201020226460,mohmedsaed799@gmail.com,https://www.facebook.com/profile.php?id=100064363380782,الفيوم  						محافظة الفيوم,الحاصلات الزراعية,292,2025-07-22T04:42:40.787371
2827,arabian co. for oils and derivatives,,ALSHIMAA.ISMAIL@GMAIL.COM,,محافظة القاهرة,الصناعات الكيماوية والأسمدة,292,2025-07-22T04:42:40.788794
2828,حظيره مواشي واداره البان,,Mahmoudismailalsadek@gmail.com,,محافظة الأقصر,الأثاث,292,2025-07-22T04:42:40.790162
2829,الوطنية للزراعات المحمية,,ncpc@nspo.com.eg,,محافظة القاهرة,الأثاث,292,2025-07-22T04:42:40.791585
2830,الضياء المحمدى للرخام و الجرانيت,1005273111,emadkedergogogo@gmail.com,,مدينة الصفا الصناعية - منقباد   						محافظة أسيوط,الأثاث,292,2025-07-22T04:42:40.793677
2831,شركة الطارق لتصدير الاثاث والفحم النباتي,00201022288875,contact@eltark.com,https://eltark.com/,دمياط الجديدة - ميناء دمياط البحري  						محافظة دمياط,الأثاث,293,2025-07-22T04:42:43.378719
2832,الطيبين لتخليل الزيتون,,mamdouh@olives.eltaybien.com,,محافظة الفيوم,الصناعات الغذائية,293,2025-07-22T04:42:43.379408
2833,شركة مجموعة 6أكتوبر للادوات  المنزلية والفندقية,0226740901,sales@6octobergroup.com,http://www.6octobergroup.com,1 المنطقة الصناعية بالعباسية   						محافظة القاهرة,الصناعات الهندسية,293,2025-07-22T04:42:43.379960
2834,العالمية للتعدين GMC,002-01026229900,gmc.sadat@gmail.com,http://www.gmc-eg.com/,Fifth industrial zone، Sadat City ،Menofia ،Egypt  						محافظة المنوفية,الصناعات الكيماوية والأسمدة,293,2025-07-22T04:42:43.380507
2835,العبد للنسيج الحديث,3750532 – 01000588044 – 01000967666,302@expoegypt.com,http://elabdtextile.com/Default.aspx - https://web.facebook.com/elabdtextile/?_rdc=1&_rdr,المنطقة الصناعية – القنطرة شرق  						محافظة الإسماعيلية,الغزل والمنسوجات,293,2025-07-22T04:42:43.381061
2836,الربيع هربس,201019259558,export@alrabieherbs.com,http://www.alrabieherbs.com/,شارع الجلاء ابشواي الفيوم - مصر  						محافظة الفيوم,الحاصلات الزراعية,293,2025-07-22T04:42:43.382466
